GLEntryNumber,GLPostingDate,JobNumber,Amount,GLAccountNumber,ExpenseType
49594,10/2/2016,3043,729.3600,4000,General Labor
49595,10/2/2016,3045,20597.9800,4000,General Labor
49596,10/2/2016,3046,1684.5400,4000,General Labor
49597,10/2/2016,3047,135.0000,4000,General Labor
49598,10/2/2016,4035,347.7000,4000,General Labor
49599,10/2/2016,4037,738.2700,4000,General Labor
49600,10/2/2016,4040,1711.9600,4000,General Labor
49601,10/2/2016,5000,1416.6700,4000,General Labor
49602,10/2/2016,5011,9439.0400,4000,General Labor
49603,10/2/2016,6008,1830.0400,4000,General Labor
49604,10/2/2016,7001,1225.8200,4000,General Labor
49605,10/2/2016,7002,671.0800,4000,General Labor
49606,10/2/2016,7003,2202.1200,4000,General Labor
49607,10/2/2016,7006,144.0000,4000,General Labor
49608,10/2/2016,7009,1280.0000,4000,General Labor
49609,10/2/2016,8005,384.0000,4000,General Labor
49610,10/2/2016,8006,128.0000,4000,General Labor
49611,10/2/2016,8008,160.0000,4000,General Labor
49612,10/2/2016,8009,160.0000,4000,General Labor
49613,10/2/2016,8010,160.0000,4000,General Labor
49614,10/2/2016,8011,128.0000,4000,General Labor
49615,10/2/2016,9003,504.0000,4000,General Labor
49616,10/2/2016,903000,1235.3400,4000,General Labor
49617,10/2/2016,903001,1638.9700,4000,General Labor
49618,10/2/2016,904040,70.0000,4000,General Labor
49619,10/2/2016,906008,36.0000,4000,General Labor
49174,10/2/2016,3024,1440.0000,4000,General Labor
53707,10/2/2016,3000,172.2400,4000,General Labor
53708,10/2/2016,903000,268.9500,4000,General Labor
49656,10/2/2016,1033,100.0500,4000,General Labor
49657,10/2/2016,1058,116.4000,4000,General Labor
49658,10/2/2016,3012,119.5700,4000,General Labor
49659,10/2/2016,3045,272.0000,4000,General Labor
49660,10/2/2016,4039,4.2500,4000,General Labor
49620,10/2/2016,1025,0.7700,4001,Overtime
49621,10/2/2016,1033,12.8400,4001,Overtime
49622,10/2/2016,1055,5.5400,4001,Overtime
49623,10/2/2016,1056,180.4500,4001,Overtime
49624,10/2/2016,1058,43.3800,4001,Overtime
49625,10/2/2016,1066,45.0500,4001,Overtime
49626,10/2/2016,3000,129.3300,4001,Overtime
49627,10/2/2016,3001,222.1800,4001,Overtime
49628,10/2/2016,3003,1.0900,4001,Overtime
49629,10/2/2016,3008,9.4100,4001,Overtime
49630,10/2/2016,3012,76.0000,4001,Overtime
49631,10/2/2016,3016,23.8500,4001,Overtime
49632,10/2/2016,3025,17.7100,4001,Overtime
49633,10/2/2016,3027,100.8800,4001,Overtime
49634,10/2/2016,3029,11.3900,4001,Overtime
49635,10/2/2016,3031,41.8500,4001,Overtime
49636,10/2/2016,3037,6.7100,4001,Overtime
49637,10/2/2016,3038,78.6100,4001,Overtime
49638,10/2/2016,3039,11.0000,4001,Overtime
49639,10/2/2016,3045,363.1000,4001,Overtime
49640,10/2/2016,4037,9.1400,4001,Overtime
49641,10/2/2016,5000,40.3300,4001,Overtime
49642,10/2/2016,5011,39.6000,4001,Overtime
49643,10/2/2016,6008,26.1800,4001,Overtime
49644,10/2/2016,7002,55.6900,4001,Overtime
49645,10/2/2016,7003,606.4500,4001,Overtime
49646,10/2/2016,8006,16.0000,4001,Overtime
49647,10/2/2016,903001,14.8400,4001,Overtime
49648,10/2/2016,906008,2.2500,4001,Overtime
50072,10/2/2016,1060,10.4400,4001,Overtime
50073,10/2/2016,3000,0.1200,4001,Overtime
50074,10/2/2016,3045,30.4300,4003,Other
49649,10/2/2016,1065,36.0000,4003,Other
49650,10/2/2016,1066,46.7500,4003,Other
49651,10/2/2016,3000,34.2100,4003,Other
49652,10/2/2016,3045,556.1500,4003,Other
49175,10/2/2016,4500,11615.3900,4010,Other
50134,10/2/2016,3024,12.9000,4090,Supplies
50135,10/2/2016,4500,58.5200,4090,Supplies
50136,10/2/2016,5000,30.0000,4090,Supplies
50149,10/2/2016,2003,53.6000,4205,Vehicle Gas & Oil
50150,10/2/2016,3027,74.5200,4205,Vehicle Gas & Oil
50151,10/2/2016,3037,42.1200,4205,Vehicle Gas & Oil
50152,10/2/2016,3038,63.2200,4205,Vehicle Gas & Oil
50153,10/2/2016,3040,57.2400,4205,Vehicle Gas & Oil
50154,10/2/2016,4500,417.0900,4205,Vehicle Gas & Oil
50155,10/2/2016,5011,18.3600,4205,Vehicle Gas & Oil
49231,10/2/2016,5013,147.3000,4275,FICA
49232,10/2/2016,5014,867.0700,4275,FICA
50080,10/2/2016,1003,115.7900,4275,FICA
50081,10/2/2016,1060,23.1500,4275,FICA
50082,10/2/2016,1061,38.3100,4275,FICA
50083,10/2/2016,3000,9.5500,4275,FICA
50084,10/2/2016,3001,36.6600,4275,FICA
50085,10/2/2016,3040,40.8500,4275,FICA
50086,10/2/2016,3045,1.8800,4275,FICA
50087,10/2/2016,903000,24.9900,4275,FICA
49191,10/2/2016,3000,38.3200,4275,FICA
49192,10/2/2016,3024,93.0700,4275,FICA
53713,10/2/2016,3000,10.6800,4275,FICA
53714,10/2/2016,903000,16.6700,4275,FICA
49686,10/2/2016,1003,335.1000,4275,FICA
49687,10/2/2016,1012,32.5500,4275,FICA
49688,10/2/2016,1025,42.3100,4275,FICA
49689,10/2/2016,1032,66.1000,4275,FICA
49690,10/2/2016,1033,191.1200,4275,FICA
49691,10/2/2016,1034,44.2500,4275,FICA
49692,10/2/2016,1035,22.3200,4275,FICA
49693,10/2/2016,1037,15.0700,4275,FICA
49694,10/2/2016,1041,33.5700,4275,FICA
49695,10/2/2016,1051,130.7900,4275,FICA
49696,10/2/2016,1053,126.7400,4275,FICA
49697,10/2/2016,1055,17.0500,4275,FICA
49698,10/2/2016,1056,50.1000,4275,FICA
49699,10/2/2016,1057,135.6600,4275,FICA
49700,10/2/2016,1058,165.6100,4275,FICA
49701,10/2/2016,1060,23.5000,4275,FICA
49702,10/2/2016,1061,22.3100,4275,FICA
49703,10/2/2016,1065,20.3000,4275,FICA
49704,10/2/2016,1068,15.5400,4275,FICA
49705,10/2/2016,1069,23.5600,4275,FICA
49706,10/2/2016,1070,11.8000,4275,FICA
49707,10/2/2016,1071,22.5000,4275,FICA
49708,10/2/2016,1072,16.0600,4275,FICA
49709,10/2/2016,1073,2.1000,4275,FICA
49710,10/2/2016,1074,8.9300,4275,FICA
49711,10/2/2016,1075,7.6300,4275,FICA
49712,10/2/2016,1076,15.5200,4275,FICA
49713,10/2/2016,1077,22.3200,4275,FICA
49714,10/2/2016,3000,1540.3100,4275,FICA
49715,10/2/2016,3001,2080.5000,4275,FICA
49716,10/2/2016,3003,118.6300,4275,FICA
49717,10/2/2016,3004,58.1600,4275,FICA
49718,10/2/2016,3005,2.9900,4275,FICA
49719,10/2/2016,3006,33.2200,4275,FICA
49720,10/2/2016,3008,463.0300,4275,FICA
49721,10/2/2016,3012,528.3100,4275,FICA
49722,10/2/2016,3015,39.9300,4275,FICA
49723,10/2/2016,3016,320.1500,4275,FICA
49724,10/2/2016,3017,66.1600,4275,FICA
49725,10/2/2016,3020,2.9900,4275,FICA
49726,10/2/2016,3022,20.2100,4275,FICA
49727,10/2/2016,3025,374.1400,4275,FICA
49728,10/2/2016,3027,582.2700,4275,FICA
49729,10/2/2016,3029,147.2300,4275,FICA
49730,10/2/2016,3031,107.8500,4275,FICA
49731,10/2/2016,3033,222.8900,4275,FICA
49732,10/2/2016,3034,31.8000,4275,FICA
49733,10/2/2016,3036,16.1000,4275,FICA
49734,10/2/2016,3037,407.4900,4275,FICA
49735,10/2/2016,3038,308.6200,4275,FICA
49736,10/2/2016,3039,22.7000,4275,FICA
49737,10/2/2016,3040,219.7400,4275,FICA
49738,10/2/2016,3042,67.1300,4275,FICA
49739,10/2/2016,3043,45.2200,4275,FICA
49740,10/2/2016,3045,1350.9100,4275,FICA
49741,10/2/2016,3046,104.4400,4275,FICA
49742,10/2/2016,3047,8.3700,4275,FICA
49743,10/2/2016,4035,21.5600,4275,FICA
49744,10/2/2016,4037,46.3400,4275,FICA
49745,10/2/2016,4039,0.2600,4275,FICA
49746,10/2/2016,4040,106.1600,4275,FICA
49747,10/2/2016,5000,90.3400,4275,FICA
49748,10/2/2016,5011,587.6700,4275,FICA
49749,10/2/2016,6008,115.0700,4275,FICA
49750,10/2/2016,7001,76.0100,4275,FICA
49751,10/2/2016,7002,45.0700,4275,FICA
49752,10/2/2016,7003,174.1500,4275,FICA
49753,10/2/2016,7006,8.9300,4275,FICA
49754,10/2/2016,7009,79.3600,4275,FICA
49755,10/2/2016,8006,8.9300,4275,FICA
49756,10/2/2016,8008,9.9200,4275,FICA
49757,10/2/2016,8009,9.9200,4275,FICA
49758,10/2/2016,8010,9.9200,4275,FICA
49759,10/2/2016,8011,7.9400,4275,FICA
49760,10/2/2016,9003,31.2500,4275,FICA
49761,10/2/2016,903000,76.5900,4275,FICA
49762,10/2/2016,903001,102.5300,4275,FICA
49763,10/2/2016,904040,4.3400,4275,FICA
49764,10/2/2016,906008,2.3700,4275,FICA
50159,10/2/2016,1033,6.2000,4275,FICA
50160,10/2/2016,1033,1.4500,4276,Medicare Tax
49765,10/2/2016,1003,78.3600,4276,Medicare Tax
49766,10/2/2016,1012,7.6200,4276,Medicare Tax
49767,10/2/2016,1025,9.9000,4276,Medicare Tax
49768,10/2/2016,1032,15.4500,4276,Medicare Tax
49769,10/2/2016,1033,44.6900,4276,Medicare Tax
49770,10/2/2016,1034,10.3500,4276,Medicare Tax
49771,10/2/2016,1035,5.2200,4276,Medicare Tax
49772,10/2/2016,1037,3.5200,4276,Medicare Tax
49773,10/2/2016,1041,7.8500,4276,Medicare Tax
49774,10/2/2016,1051,30.5900,4276,Medicare Tax
49775,10/2/2016,1053,29.6300,4276,Medicare Tax
49776,10/2/2016,1055,3.9900,4276,Medicare Tax
49777,10/2/2016,1056,11.7200,4276,Medicare Tax
49778,10/2/2016,1057,31.7200,4276,Medicare Tax
49779,10/2/2016,1058,38.7200,4276,Medicare Tax
49780,10/2/2016,1060,5.5000,4276,Medicare Tax
49781,10/2/2016,1061,5.2100,4276,Medicare Tax
49782,10/2/2016,1065,4.7400,4276,Medicare Tax
49783,10/2/2016,1068,3.6400,4276,Medicare Tax
49784,10/2/2016,1069,5.5100,4276,Medicare Tax
49785,10/2/2016,1070,2.7600,4276,Medicare Tax
49786,10/2/2016,1071,5.2700,4276,Medicare Tax
49787,10/2/2016,1072,3.7500,4276,Medicare Tax
49788,10/2/2016,1073,0.4900,4276,Medicare Tax
49789,10/2/2016,1074,2.0900,4276,Medicare Tax
49790,10/2/2016,1075,1.7900,4276,Medicare Tax
49791,10/2/2016,1076,3.6300,4276,Medicare Tax
49792,10/2/2016,1077,5.2200,4276,Medicare Tax
49793,10/2/2016,3000,360.2000,4276,Medicare Tax
49794,10/2/2016,3001,486.5700,4276,Medicare Tax
49795,10/2/2016,3003,27.7400,4276,Medicare Tax
49796,10/2/2016,3004,13.6000,4276,Medicare Tax
49797,10/2/2016,3005,0.7000,4276,Medicare Tax
49798,10/2/2016,3006,7.7700,4276,Medicare Tax
49799,10/2/2016,3008,108.2700,4276,Medicare Tax
49800,10/2/2016,3012,123.5600,4276,Medicare Tax
49801,10/2/2016,3015,9.3400,4276,Medicare Tax
49802,10/2/2016,3016,74.8600,4276,Medicare Tax
49803,10/2/2016,3017,15.4800,4276,Medicare Tax
49804,10/2/2016,3020,0.7000,4276,Medicare Tax
49805,10/2/2016,3022,4.7300,4276,Medicare Tax
49806,10/2/2016,3025,87.5100,4276,Medicare Tax
49807,10/2/2016,3027,136.1800,4276,Medicare Tax
49808,10/2/2016,3029,34.4200,4276,Medicare Tax
49809,10/2/2016,3031,25.2200,4276,Medicare Tax
49810,10/2/2016,3033,52.1200,4276,Medicare Tax
49811,10/2/2016,3034,7.4300,4276,Medicare Tax
49812,10/2/2016,3036,3.7600,4276,Medicare Tax
49813,10/2/2016,3037,95.2900,4276,Medicare Tax
49814,10/2/2016,3038,72.1900,4276,Medicare Tax
49815,10/2/2016,3039,5.3000,4276,Medicare Tax
49816,10/2/2016,3040,51.4000,4276,Medicare Tax
49817,10/2/2016,3042,15.7000,4276,Medicare Tax
49818,10/2/2016,3043,10.5700,4276,Medicare Tax
49819,10/2/2016,3045,315.9300,4276,Medicare Tax
49820,10/2/2016,3046,24.4100,4276,Medicare Tax
49821,10/2/2016,3047,1.9600,4276,Medicare Tax
49822,10/2/2016,4035,5.0400,4276,Medicare Tax
49823,10/2/2016,4037,10.8300,4276,Medicare Tax
49824,10/2/2016,4039,0.0600,4276,Medicare Tax
49825,10/2/2016,4040,24.8200,4276,Medicare Tax
49826,10/2/2016,5000,21.1200,4276,Medicare Tax
49827,10/2/2016,5011,137.4200,4276,Medicare Tax
49828,10/2/2016,6008,26.9000,4276,Medicare Tax
49829,10/2/2016,7001,17.7800,4276,Medicare Tax
49830,10/2/2016,7002,10.5300,4276,Medicare Tax
49831,10/2/2016,7003,40.7400,4276,Medicare Tax
49832,10/2/2016,7006,2.0900,4276,Medicare Tax
49833,10/2/2016,7009,18.5600,4276,Medicare Tax
49834,10/2/2016,8006,2.0900,4276,Medicare Tax
49835,10/2/2016,8008,2.3200,4276,Medicare Tax
49836,10/2/2016,8009,2.3200,4276,Medicare Tax
49837,10/2/2016,8010,2.3200,4276,Medicare Tax
49838,10/2/2016,8011,1.8600,4276,Medicare Tax
49839,10/2/2016,9003,7.3100,4276,Medicare Tax
49840,10/2/2016,903000,17.9200,4276,Medicare Tax
49841,10/2/2016,903001,23.9900,4276,Medicare Tax
49842,10/2/2016,904040,1.0200,4276,Medicare Tax
49843,10/2/2016,906008,0.5600,4276,Medicare Tax
53715,10/2/2016,3000,2.5000,4276,Medicare Tax
53716,10/2/2016,903000,3.9000,4276,Medicare Tax
49193,10/2/2016,3000,8.9600,4276,Medicare Tax
49194,10/2/2016,3024,21.7700,4276,Medicare Tax
50088,10/2/2016,1003,27.0700,4276,Medicare Tax
50089,10/2/2016,1060,5.4200,4276,Medicare Tax
50090,10/2/2016,1061,8.9600,4276,Medicare Tax
50091,10/2/2016,3000,2.2300,4276,Medicare Tax
50092,10/2/2016,3001,8.5700,4276,Medicare Tax
50093,10/2/2016,3040,9.5500,4276,Medicare Tax
50094,10/2/2016,3045,0.4400,4276,Medicare Tax
50095,10/2/2016,903000,5.8500,4276,Medicare Tax
49233,10/2/2016,5013,34.4300,4276,Medicare Tax
49234,10/2/2016,5014,202.7500,4276,Medicare Tax
49235,10/2/2016,5013,36.5500,4277,SUTA
49236,10/2/2016,5014,130.0700,4277,SUTA
50096,10/2/2016,1003,85.3400,4277,SUTA
50097,10/2/2016,1060,17.0600,4277,SUTA
50098,10/2/2016,1061,28.2400,4277,SUTA
50099,10/2/2016,3000,7.0400,4277,SUTA
50100,10/2/2016,3040,30.1000,4277,SUTA
50101,10/2/2016,3045,1.3900,4277,SUTA
50102,10/2/2016,903000,18.4200,4277,SUTA
53717,10/2/2016,3000,7.8700,4277,SUTA
53718,10/2/2016,903000,12.2900,4277,SUTA
49844,10/2/2016,1003,160.9600,4277,SUTA
49845,10/2/2016,1033,82.3800,4277,SUTA
49846,10/2/2016,1035,11.0100,4277,SUTA
49847,10/2/2016,1051,57.5400,4277,SUTA
49848,10/2/2016,1053,44.3600,4277,SUTA
49849,10/2/2016,1055,1.7300,4277,SUTA
49850,10/2/2016,1056,24.8600,4277,SUTA
49851,10/2/2016,1057,45.2700,4277,SUTA
49852,10/2/2016,1058,18.7900,4277,SUTA
49853,10/2/2016,1060,16.4500,4277,SUTA
49854,10/2/2016,1061,16.4400,4277,SUTA
49855,10/2/2016,1065,14.9600,4277,SUTA
49856,10/2/2016,1068,1.2600,4277,SUTA
49857,10/2/2016,1071,13.7700,4277,SUTA
49858,10/2/2016,1072,9.5800,4277,SUTA
49859,10/2/2016,1075,0.8200,4277,SUTA
49860,10/2/2016,1076,5.4000,4277,SUTA
49861,10/2/2016,1077,16.4500,4277,SUTA
49862,10/2/2016,3000,150.2700,4277,SUTA
49863,10/2/2016,3001,310.5400,4277,SUTA
49864,10/2/2016,3006,24.4900,4277,SUTA
49865,10/2/2016,3008,77.7300,4277,SUTA
49866,10/2/2016,3012,28.4200,4277,SUTA
49867,10/2/2016,3016,98.3900,4277,SUTA
49868,10/2/2016,3017,18.8700,4277,SUTA
49869,10/2/2016,3022,14.8900,4277,SUTA
49870,10/2/2016,3025,123.3700,4277,SUTA
49871,10/2/2016,3027,17.2900,4277,SUTA
49872,10/2/2016,3029,0.3800,4277,SUTA
49873,10/2/2016,3033,3.6500,4277,SUTA
49874,10/2/2016,3034,23.4400,4277,SUTA
49875,10/2/2016,3036,11.8600,4277,SUTA
49876,10/2/2016,3037,94.7600,4277,SUTA
49877,10/2/2016,3038,197.6900,4277,SUTA
49878,10/2/2016,3039,15.1000,4277,SUTA
49879,10/2/2016,3040,48.7700,4277,SUTA
49880,10/2/2016,3042,39.7900,4277,SUTA
49881,10/2/2016,3043,33.3300,4277,SUTA
49882,10/2/2016,3045,247.0400,4277,SUTA
49883,10/2/2016,3046,12.5500,4277,SUTA
49884,10/2/2016,4039,0.1900,4277,SUTA
49885,10/2/2016,4040,27.0400,4277,SUTA
49886,10/2/2016,5011,70.0500,4277,SUTA
49887,10/2/2016,7001,24.6000,4277,SUTA
49888,10/2/2016,7002,3.2400,4277,SUTA
49889,10/2/2016,7003,21.6700,4277,SUTA
49890,10/2/2016,7006,6.5800,4277,SUTA
49891,10/2/2016,7009,58.5000,4277,SUTA
49892,10/2/2016,8006,6.5800,4277,SUTA
49893,10/2/2016,8008,7.3100,4277,SUTA
49894,10/2/2016,8009,7.3100,4277,SUTA
49895,10/2/2016,8010,7.3100,4277,SUTA
49896,10/2/2016,8011,5.8500,4277,SUTA
49897,10/2/2016,903000,23.7000,4277,SUTA
49898,10/2/2016,903001,32.4300,4277,SUTA
49899,10/2/2016,1003,21.1500,4278,FUTA
49900,10/2/2016,1033,10.8200,4278,FUTA
49901,10/2/2016,1035,1.4500,4278,FUTA
49902,10/2/2016,1051,7.5500,4278,FUTA
49903,10/2/2016,1053,5.8300,4278,FUTA
49904,10/2/2016,1055,0.2300,4278,FUTA
49905,10/2/2016,1056,3.2600,4278,FUTA
49906,10/2/2016,1057,5.9400,4278,FUTA
49907,10/2/2016,1058,2.4600,4278,FUTA
49908,10/2/2016,1060,2.1600,4278,FUTA
49909,10/2/2016,1061,2.1600,4278,FUTA
49910,10/2/2016,1065,1.9700,4278,FUTA
49911,10/2/2016,1068,0.1700,4278,FUTA
49912,10/2/2016,1071,1.8100,4278,FUTA
49913,10/2/2016,1072,1.2600,4278,FUTA
49914,10/2/2016,1075,0.1100,4278,FUTA
49915,10/2/2016,1076,0.7100,4278,FUTA
49916,10/2/2016,1077,2.1600,4278,FUTA
49917,10/2/2016,3000,19.7300,4278,FUTA
49918,10/2/2016,3001,40.7500,4278,FUTA
49919,10/2/2016,3006,3.2100,4278,FUTA
49920,10/2/2016,3008,10.2100,4278,FUTA
49921,10/2/2016,3012,3.7300,4278,FUTA
49922,10/2/2016,3016,12.9200,4278,FUTA
49923,10/2/2016,3017,2.4800,4278,FUTA
49924,10/2/2016,3022,1.9600,4278,FUTA
49925,10/2/2016,3025,16.1900,4278,FUTA
49926,10/2/2016,3027,2.2700,4278,FUTA
49927,10/2/2016,3029,0.0500,4278,FUTA
49928,10/2/2016,3033,0.4800,4278,FUTA
49929,10/2/2016,3034,3.0800,4278,FUTA
49930,10/2/2016,3036,1.5600,4278,FUTA
49931,10/2/2016,3037,12.4400,4278,FUTA
49932,10/2/2016,3038,25.9500,4278,FUTA
49933,10/2/2016,3039,1.9900,4278,FUTA
49934,10/2/2016,3040,6.4100,4278,FUTA
49935,10/2/2016,3042,5.2300,4278,FUTA
49936,10/2/2016,3043,4.3800,4278,FUTA
49937,10/2/2016,3045,32.4300,4278,FUTA
49938,10/2/2016,3046,1.6500,4278,FUTA
49939,10/2/2016,4039,0.0300,4278,FUTA
49940,10/2/2016,4040,3.5600,4278,FUTA
49941,10/2/2016,5011,9.1900,4278,FUTA
49942,10/2/2016,7001,3.2300,4278,FUTA
49943,10/2/2016,7002,0.4300,4278,FUTA
49944,10/2/2016,7003,2.8500,4278,FUTA
49945,10/2/2016,7006,0.8600,4278,FUTA
49946,10/2/2016,7009,7.6800,4278,FUTA
49947,10/2/2016,8006,0.8600,4278,FUTA
49948,10/2/2016,8008,0.9600,4278,FUTA
49949,10/2/2016,8009,0.9600,4278,FUTA
49950,10/2/2016,8010,0.9600,4278,FUTA
49951,10/2/2016,8011,0.7700,4278,FUTA
49952,10/2/2016,903000,3.1100,4278,FUTA
49953,10/2/2016,903001,4.2600,4278,FUTA
53719,10/2/2016,3000,1.0300,4278,FUTA
53720,10/2/2016,903000,1.6100,4278,FUTA
50103,10/2/2016,1003,11.2000,4278,FUTA
50104,10/2/2016,1060,2.2400,4278,FUTA
50105,10/2/2016,1061,3.7100,4278,FUTA
50106,10/2/2016,3000,0.9200,4278,FUTA
50107,10/2/2016,3040,3.9500,4278,FUTA
50108,10/2/2016,3045,0.1800,4278,FUTA
50109,10/2/2016,903000,2.4200,4278,FUTA
49237,10/2/2016,5013,4.8000,4278,FUTA
49238,10/2/2016,5014,17.0800,4278,FUTA
49239,10/2/2016,5013,62.1500,4280,Workmans Compensation
49240,10/2/2016,5014,338.5100,4280,Workmans Compensation
50110,10/2/2016,1003,92.5200,4280,Workmans Compensation
50111,10/2/2016,1060,17.9800,4280,Workmans Compensation
50112,10/2/2016,1061,30.6100,4280,Workmans Compensation
50113,10/2/2016,3000,7.6300,4280,Workmans Compensation
50114,10/2/2016,3001,29.2900,4280,Workmans Compensation
50115,10/2/2016,3040,32.6400,4280,Workmans Compensation
50116,10/2/2016,3045,1.5100,4280,Workmans Compensation
50117,10/2/2016,903000,19.9700,4280,Workmans Compensation
49195,10/2/2016,3000,30.6200,4280,Workmans Compensation
49196,10/2/2016,3024,74.3700,4280,Workmans Compensation
53721,10/2/2016,3000,8.5300,4280,Workmans Compensation
53722,10/2/2016,903000,13.3200,4280,Workmans Compensation
49954,10/2/2016,1003,267.7700,4280,Workmans Compensation
49955,10/2/2016,1012,26.0100,4280,Workmans Compensation
49956,10/2/2016,1025,33.7700,4280,Workmans Compensation
49957,10/2/2016,1032,52.8100,4280,Workmans Compensation
49958,10/2/2016,1033,152.0800,4280,Workmans Compensation
49959,10/2/2016,1034,35.3700,4280,Workmans Compensation
49960,10/2/2016,1035,17.8400,4280,Workmans Compensation
49961,10/2/2016,1037,12.0400,4280,Workmans Compensation
49962,10/2/2016,1041,26.8300,4280,Workmans Compensation
49963,10/2/2016,1051,104.5100,4280,Workmans Compensation
49964,10/2/2016,1053,101.2700,4280,Workmans Compensation
49965,10/2/2016,1055,13.3500,4280,Workmans Compensation
49966,10/2/2016,1056,31.0900,4280,Workmans Compensation
49967,10/2/2016,1057,108.4000,4280,Workmans Compensation
49968,10/2/2016,1058,130.1800,4280,Workmans Compensation
49969,10/2/2016,1060,18.7800,4280,Workmans Compensation
49970,10/2/2016,1061,17.8300,4280,Workmans Compensation
49971,10/2/2016,1065,16.2200,4280,Workmans Compensation
49972,10/2/2016,1068,12.4200,4280,Workmans Compensation
49973,10/2/2016,1069,18.8300,4280,Workmans Compensation
49974,10/2/2016,1070,9.4300,4280,Workmans Compensation
49975,10/2/2016,1071,17.9700,4280,Workmans Compensation
49976,10/2/2016,1072,12.8500,4280,Workmans Compensation
49977,10/2/2016,1073,1.6800,4280,Workmans Compensation
49978,10/2/2016,1074,7.1300,4280,Workmans Compensation
49979,10/2/2016,1075,6.0900,4280,Workmans Compensation
49980,10/2/2016,1076,12.4000,4280,Workmans Compensation
49981,10/2/2016,1077,17.8400,4280,Workmans Compensation
49982,10/2/2016,3000,1224.4100,4280,Workmans Compensation
49983,10/2/2016,3001,1651.5300,4280,Workmans Compensation
49984,10/2/2016,3003,94.7400,4280,Workmans Compensation
49985,10/2/2016,3004,46.4700,4280,Workmans Compensation
49986,10/2/2016,3005,2.3900,4280,Workmans Compensation
49987,10/2/2016,3006,26.5500,4280,Workmans Compensation
49988,10/2/2016,3008,369.5500,4280,Workmans Compensation
49989,10/2/2016,3012,418.4100,4280,Workmans Compensation
49990,10/2/2016,3015,31.9100,4280,Workmans Compensation
49991,10/2/2016,3016,254.6300,4280,Workmans Compensation
49992,10/2/2016,3017,52.8700,4280,Workmans Compensation
49993,10/2/2016,3020,2.3900,4280,Workmans Compensation
49994,10/2/2016,3022,16.1400,4280,Workmans Compensation
49995,10/2/2016,3025,298.0800,4280,Workmans Compensation
49996,10/2/2016,3027,460.2900,4280,Workmans Compensation
49997,10/2/2016,3029,117.0800,4280,Workmans Compensation
49998,10/2/2016,3031,84.0900,4280,Workmans Compensation
49999,10/2/2016,3033,178.1000,4280,Workmans Compensation
50000,10/2/2016,3034,25.4200,4280,Workmans Compensation
50001,10/2/2016,3036,12.8600,4280,Workmans Compensation
50002,10/2/2016,3037,325.3000,4280,Workmans Compensation
50003,10/2/2016,3038,242.7100,4280,Workmans Compensation
50004,10/2/2016,3039,17.5800,4280,Workmans Compensation
50005,10/2/2016,3040,175.5900,4280,Workmans Compensation
50006,10/2/2016,3042,53.6500,4280,Workmans Compensation
50007,10/2/2016,3043,36.1400,4280,Workmans Compensation
50008,10/2/2016,3045,1061.5300,4280,Workmans Compensation
50009,10/2/2016,3046,83.4600,4280,Workmans Compensation
50010,10/2/2016,3047,6.6900,4280,Workmans Compensation
50011,10/2/2016,4035,17.2200,4280,Workmans Compensation
50012,10/2/2016,4037,36.5800,4280,Workmans Compensation
50013,10/2/2016,4039,0.2100,4280,Workmans Compensation
50014,10/2/2016,4040,84.8100,4280,Workmans Compensation
50015,10/2/2016,5000,70.1900,4280,Workmans Compensation
50016,10/2/2016,5011,467.6500,4280,Workmans Compensation
50017,10/2/2016,6008,90.6800,4280,Workmans Compensation
50018,10/2/2016,7001,60.7300,4280,Workmans Compensation
50019,10/2/2016,7002,33.2400,4280,Workmans Compensation
50020,10/2/2016,7003,109.1300,4280,Workmans Compensation
50021,10/2/2016,7006,7.1300,4280,Workmans Compensation
50022,10/2/2016,7009,63.4200,4280,Workmans Compensation
50023,10/2/2016,8006,6.3400,4280,Workmans Compensation
50024,10/2/2016,8008,7.9300,4280,Workmans Compensation
50025,10/2/2016,8009,7.9300,4280,Workmans Compensation
50026,10/2/2016,8010,7.9300,4280,Workmans Compensation
50027,10/2/2016,8011,6.3400,4280,Workmans Compensation
50028,10/2/2016,9003,24.9700,4280,Workmans Compensation
50029,10/2/2016,903000,61.2000,4280,Workmans Compensation
50030,10/2/2016,903001,81.1900,4280,Workmans Compensation
50031,10/2/2016,904040,3.4700,4280,Workmans Compensation
50032,10/2/2016,906008,1.7800,4280,Workmans Compensation
50161,10/2/2016,1033,4.9500,4280,Workmans Compensation
50156,10/2/2016,3027,10.0000,4299,Other
50157,10/2/2016,4500,86.4000,4299,Other
49282,10/3/2016,3024,-1440.0000,4000,General Labor
49283,10/3/2016,4500,-11615.3900,4010,Other
49141,10/3/2016,4500,798.0000,4020,Subcontractor Labor
68385,10/3/2016,4044,397.0000,4020,Subcontractor Labor
66866,10/3/2016,4006,600.0000,4020,Subcontractor Labor
66867,10/3/2016,1,1029.3600,4090,Supplies
66890,10/3/2016,3024,80.0700,4090,Supplies
66891,10/3/2016,3024,26.4600,4090,Supplies
66892,10/3/2016,3024,229.6000,4090,Supplies
67007,10/3/2016,3001,193.8000,4090,Supplies
67008,10/3/2016,3001,94.3000,4090,Supplies
67444,10/3/2016,3012,9.8000,4090,Supplies
66812,10/3/2016,3045,654.4000,4090,Supplies
66813,10/3/2016,3045,34.3000,4090,Supplies
66814,10/3/2016,3045,54.9600,4090,Supplies
